Cell_ID,Cell_class_id,Cell_class,Cell_class_name
462b4baf-6b68-4d73-bcf1-ebd7aa09e28d,1,Endothelial 1,Endothelial
4a5fae4f-3b2d-4a81-80f9-ab7ed5c33ccc,1,Endothelial 2,Endothelial
fec58bdd-10bf-4924-bd49-703afbdb2016,1,Endothelial 2,Endothelial
46215d3d-2bd6-48ad-b76c-2ed33aa6e921,1,Endothelial 2,Endothelial
83fb0653-ddf4-45a8-bc01-5e9020218443,1,Endothelial 2,Endothelial
5b61346c-f5b3-4829-93e0-22949e8ed56c,0,Astrocyte,Astrocyte
3842055c-5aba-4917-9be6-6016ddb701a2,1,Endothelial 2,Endothelial
943ff54c-6135-4491-804f-8a883952a58d,7,OD Mature 2,OD Mature
8a48b138-7542-4a79-a11c-884b69f03edf,0,Astrocyte,Astrocyte
e0cd068a-66fc-435f-8cb1-5c559fc31b8f,1,Endothelial 3,Endothelial
0d7a23a4-d45e-418e-a8b0-1f9842e65424,5,Microglia,Microglia
116407dd-d149-4344-9b7b-dfd3e1f6398d,1,Endothelial 2,Endothelial
73bd329e-88ed-444a-bc03-b357fd7da11a,0,Astrocyte,Astrocyte
331c39a8-a7d0-46e9-af92-2aaaf1c4514a,1,Endothelial 2,Endothelial
67a5ccce-ab16-419e-ba33-b883308ca788,4,Inhibitory,Inhibitory
5c89dbdc-5556-4f33-ad03-6eaacf929c97,1,Endothelial 2,Endothelial
392782b9-9ab6-48bc-ad03-e29524717266,1,Endothelial 1,Endothelial
77ba3d32-bcbd-4b1f-9c86-e9a606e72e09,7,OD Mature 1,OD Mature
3fd553a0-78df-41b5-9b4f-b5b11854ae69,6,OD Immature 1,OD Immature
1d8db972-ca27-4c04-8f6b-7594e5d6c6bd,0,Astrocyte,Astrocyte
7278a543-71f1-4b88-a8c3-c6edec096e94,1,Endothelial 2,Endothelial
97282cb6-01a8-4ce6-b31f-c6d5be1d90bb,8,Pericytes,Pericytes
9879433c-1f4b-4861-8545-7598d28ab422,0,Astrocyte,Astrocyte
11e80d28-35b1-47d5-be1a-7d55ec49ac94,8,Pericytes,Pericytes
8b3715ed-015e-4dfe-9910-644376f3ffdf,8,Pericytes,Pericytes
f40be0ab-506b-47ea-8b42-d5726b7e1b90,8,Pericytes,Pericytes
d59351d7-9ab5-46c9-ad71-a99b6b921198,8,Pericytes,Pericytes
c9c6b196-353b-4a01-8257-a949493bbee1,8,Pericytes,Pericytes
183c3304-4740-4d0f-8878-30ee65ea4fb3,1,Endothelial 2,Endothelial
50f81956-301f-4033-aeca-4ff7ecc6431f,0,Astrocyte,Astrocyte
e368a44a-b309-4075-a4dc-948ee2e7ef39,8,Pericytes,Pericytes
6be6d0e9-e02a-4013-b2a4-1f9f5b1ea50e,0,Astrocyte,Astrocyte
23bfe1d7-8e2b-414b-aadc-9eb4d58e2752,1,Endothelial 2,Endothelial
8712be32-0729-47e4-9478-5c74c3078975,1,Endothelial 2,Endothelial
c91056d8-db17-47d4-ae9e-21a4ec2661af,1,Endothelial 2,Endothelial
0fb9b13e-f313-43bc-a7b9-3683ef93de96,0,Astrocyte,Astrocyte
2ca053f1-7ae0-41ae-b4b4-b32bacf878fa,1,Endothelial 2,Endothelial
f448de2b-111c-4fa9-84e1-c41cafef8e78,0,Astrocyte,Astrocyte
7b13fb85-b3fe-460a-8c0d-0e872ba2be98,8,Pericytes,Pericytes
1d1b7783-0062-486d-9673-6ff511b6d15a,8,Pericytes,Pericytes
b8e29fc2-2f95-47b1-8e0e-87c103af4057,8,Pericytes,Pericytes
79389eb1-99ad-4738-a2f9-52f382eb41c8,1,Endothelial 2,Endothelial
9690bb9c-1e6e-4463-a539-612d9199a50d,8,Pericytes,Pericytes
59ceaa6c-de91-4df7-beb7-b38de6936181,4,Inhibitory,Inhibitory
b6d4fded-9fed-4ef0-8b3e-fde3f8f8967a,0,Astrocyte,Astrocyte
939a967a-a7f7-42d9-8530-f33f97823796,4,Inhibitory,Inhibitory
4e140c96-fe36-4958-a65e-b570fdf4bf3c,8,Pericytes,Pericytes
c2002e20-e4ea-4c3a-8a0d-d7ee2b81cd18,0,Astrocyte,Astrocyte
907553ee-7241-4007-9315-199298998070,0,Astrocyte,Astrocyte
7f19e7d5-2ee4-4a06-83ba-1eaef6968f1d,8,Pericytes,Pericytes
bb6ed8e9-cefd-4a70-b11d-b0b5fbda2f25,1,Endothelial 1,Endothelial
bf879f38-8dff-42d4-9e66-08150a00bad9,8,Pericytes,Pericytes
ef8d4480-9e38-44dc-b66e-ac1851dac9b6,8,Pericytes,Pericytes
f741e66f-3739-4435-b1aa-bafb830b6da8,8,Pericytes,Pericytes
2e236021-d807-4958-b5bb-28597734f1ae,8,Pericytes,Pericytes
c176415e-ba2c-43b2-ae94-89e65992f4f3,1,Endothelial 1,Endothelial
50f2a9b2-bbfe-4fdc-9fb0-093b0b85a963,7,OD Mature 2,OD Mature
613e8368-96f7-41de-8308-6c215db877fd,7,OD Mature 2,OD Mature
93246668-234b-402e-9cdc-fd74f4220503,3,Excitatory,Excitatory
df8f12a2-9ad5-4074-b2ce-86f90ecffe0b,4,Inhibitory,Inhibitory
717440fe-bb79-4bd2-a086-6935aad64436,4,Inhibitory,Inhibitory
0813c559-b013-41b9-8880-928565c6f657,7,OD Mature 2,OD Mature
4742bc6d-27b2-45f0-a929-d2ca363aa8bd,7,OD Mature 2,OD Mature
ebb30009-857c-499e-b2f1-8618ba51bcb1,0,Astrocyte,Astrocyte
0fbe5102-ed09-4f57-b8d1-3b1a8bd87834,0,Astrocyte,Astrocyte
cf450d76-5b07-48a7-ab9d-0c3cfafcf862,3,Excitatory,Excitatory
960ece4c-020a-401f-9b5c-d0f1b7da3686,4,Inhibitory,Inhibitory
30a286de-353b-4152-ba4e-0b635d263088,1,Endothelial 3,Endothelial
c7d4ad9e-1326-4616-b97d-86762747ae22,6,OD Immature 1,OD Immature
ef7bae17-9015-4504-b03c-4309a5dce3ba,7,OD Mature 2,OD Mature
6e4e0bfb-7eef-4a16-a82b-47cf46982f66,5,Microglia,Microglia
03c1d130-4231-4cbd-9574-249fc9705149,4,Inhibitory,Inhibitory
9eef35c2-0fc2-4d60-a0ed-b6b6fef77664,3,Excitatory,Excitatory
fd005ea4-4713-4ae6-b202-3166bd18a71e,3,Excitatory,Excitatory
e0689be5-1ea8-47e1-87b1-6720e0198298,3,Excitatory,Excitatory
1d87fca9-35cc-4764-8111-f218437c1c6a,0,Astrocyte,Astrocyte
cfa4eea4-1c35-4adb-877c-38fe93ea32c1,4,Inhibitory,Inhibitory
90998a2f-c24d-4299-8a9b-02df0cf1c95d,4,Inhibitory,Inhibitory
5578d290-75ff-433b-8d46-cc9556809978,0,Astrocyte,Astrocyte
17294188-c8ca-4ea2-87af-f0bbc16821b7,8,Pericytes,Pericytes
ab6d4f90-2f3c-4601-963e-c16fde04496c,8,Pericytes,Pericytes
ea62e992-fd44-4ff1-9c7f-39fd19bf17f9,8,Pericytes,Pericytes
16926e4c-13c1-40d0-9928-9c30ff5ac761,8,Pericytes,Pericytes
67b98d24-53ca-4228-ab50-ccc6a6e71cee,3,Excitatory,Excitatory
5317e3a1-d533-4f9b-ab44-d3ed9de8592a,8,Pericytes,Pericytes
ba01a51e-3538-4279-9e8b-4f7304cd5db8,8,Pericytes,Pericytes
abf02e6c-ebcc-4990-b011-302d2bc1c769,0,Astrocyte,Astrocyte
00ba0bc3-ad9a-4604-b635-5941d4ee9c79,0,Astrocyte,Astrocyte
14201c64-80d7-4c17-b975-2631b1693e4e,4,Inhibitory,Inhibitory
49dd8b68-5ba1-4471-965e-1b8382edbce4,0,Astrocyte,Astrocyte
cda1d484-0ae3-4263-9218-423f4bfaf611,4,Inhibitory,Inhibitory
83150ccc-8d34-46a6-b574-3e1471b5f155,4,Inhibitory,Inhibitory
11ec5231-5c59-46a4-9b65-dfaf0eb29d88,4,Inhibitory,Inhibitory
ab2f0eb3-61f3-4746-9df9-19af7dbb3209,4,Inhibitory,Inhibitory
2f32c0f4-819d-419c-963e-ec6d5550951d,3,Excitatory,Excitatory
40135c01-e470-4bc0-9f16-f4dbc29fb650,0,Astrocyte,Astrocyte
d4bbaaf9-51cb-43e3-80bd-489687abc71a,3,Excitatory,Excitatory
53aeea9d-e34e-4cf2-8ced-9513a3e160f2,4,Inhibitory,Inhibitory
78a937c1-5038-4daf-9cf1-766c5b976223,1,Endothelial 1,Endothelial
07a65d8c-9b2a-4ff4-a950-ebe32fda424f,7,OD Mature 2,OD Mature
ace2b80f-3834-47f0-b3e5-69efc6c7d236,3,Excitatory,Excitatory
6a76babf-ec5c-4c15-8f07-8c17d1a4f3f6,7,OD Mature 2,OD Mature
724ebf07-a7a5-4acf-b9e9-446f33ed2e98,4,Inhibitory,Inhibitory
7b8fa5c4-623f-48f8-887a-a65bce68539d,0,Astrocyte,Astrocyte
633b0b95-6cf7-4147-bed5-915cdfbb63d8,0,Astrocyte,Astrocyte
43342193-104c-45d7-b019-e97e1070c3ad,4,Inhibitory,Inhibitory
8b89492f-9033-4efa-8e13-cf6bd36fe493,4,Inhibitory,Inhibitory
cc502435-354d-494a-bb33-a58b5c3d425e,7,OD Mature 1,OD Mature
d56193ff-0193-4a85-8512-5a909636b3d4,4,Inhibitory,Inhibitory
4fff3da5-33c2-41a2-bbdc-069d977d2dea,4,Inhibitory,Inhibitory
1345467f-1152-4a7c-b5b1-65cb9ae80617,4,Inhibitory,Inhibitory
fc176db3-539e-40fa-9ac6-9e6a495e3a69,4,Inhibitory,Inhibitory
9e07efcb-3dbc-4892-8263-628ad11950ce,3,Excitatory,Excitatory
c289fd4a-81e6-439b-b4bf-58713f941f60,0,Astrocyte,Astrocyte
99fbe330-a19c-4705-bf92-5d5e8788f8f5,4,Inhibitory,Inhibitory
14b5be09-c588-4075-b730-762e1aaeedd2,4,Inhibitory,Inhibitory
55eeeffb-a779-4d89-acc2-5d714cbb309f,7,OD Mature 1,OD Mature
ad40c960-fea5-4e0a-b089-2d75a9644d0c,6,OD Immature 1,OD Immature
03531dcf-af27-4e83-a7e8-a3ef898485be,0,Astrocyte,Astrocyte
a49798e7-ebe8-45d0-ab54-de39689a0853,4,Inhibitory,Inhibitory
cbc7fa65-cd09-442e-99b7-0d213eec6f21,4,Inhibitory,Inhibitory
e5ae3cca-6c8c-4b7a-93e3-1935fb1728bc,7,OD Mature 2,OD Mature
9f37cbcd-4b39-4ef2-8c96-cb675894cf97,7,OD Mature 2,OD Mature
3fead379-709c-4ec2-9456-0ed869dd52f4,4,Inhibitory,Inhibitory
bb9c2067-a5ea-48cd-8335-658d6ee68d26,4,Inhibitory,Inhibitory
7acba8ab-3d33-48dd-8762-cd132e3049ab,0,Astrocyte,Astrocyte
0dd60e8b-3333-4bb4-afdc-ee1d7073a149,1,Endothelial 1,Endothelial
febe59a8-883b-4f00-96c1-449c67828f4c,4,Inhibitory,Inhibitory
181d855f-4cf5-44b7-a795-adc25c1d3a87,4,Inhibitory,Inhibitory
c718e021-2b3f-4287-b746-443c050f105d,4,Inhibitory,Inhibitory
2ae9c6e8-25a4-4fa1-8ae8-253045263c14,1,Endothelial 3,Endothelial
6aad2dcb-a14b-4558-adcb-58f94babf54d,4,Inhibitory,Inhibitory
3a22f4f6-8121-461d-b891-a753cfbef765,5,Microglia,Microglia
5b5ad851-87e3-4e05-bd06-818d1c2f3b7b,4,Inhibitory,Inhibitory
0e9fbc0f-8748-4d6d-924b-aee10f2efb21,4,Inhibitory,Inhibitory
b840658f-d8f0-414b-ab4a-01243b32239a,0,Astrocyte,Astrocyte
3e0df300-30a6-4855-b1ce-0029367d6c2a,4,Inhibitory,Inhibitory
fb11f0a0-1d16-4e91-b632-c89fec61d0e4,4,Inhibitory,Inhibitory
315ede79-4d8d-48bf-a5e4-c568b1cd6680,1,Endothelial 1,Endothelial
322e6002-49f4-453a-a9f5-cc728a5e9450,4,Inhibitory,Inhibitory
009f96af-546d-4d16-ba52-1ae11626e2da,4,Inhibitory,Inhibitory
7a402037-293a-4302-bb95-1503d6084e8f,1,Endothelial 1,Endothelial
4486916a-18ee-4a8b-a3f5-95a7026a4ed8,0,Astrocyte,Astrocyte
7bbc00f7-2d53-4062-84dd-09a5d9062880,1,Endothelial 1,Endothelial
8787f86e-5358-4556-bd51-8e602d9d7c16,7,OD Mature 1,OD Mature
af12dfb7-2d7b-4ab4-8fff-ecd508332ab7,7,OD Mature 2,OD Mature
63860c6d-992e-4354-b643-9d2b34be89ca,4,Inhibitory,Inhibitory
984a4ee9-eb30-4bd9-9a1c-62a886b76f30,4,Inhibitory,Inhibitory
fbcb2622-cfc9-49d5-8629-3a38ca348def,6,OD Immature 1,OD Immature
bb0ef8b3-ca6f-424b-a124-7ecdabb49dcf,7,OD Mature 2,OD Mature
8e6b8fba-26a0-4d02-9754-b285c1579848,1,Endothelial 3,Endothelial
3c4c318a-b400-4224-ae36-81a0de1496d5,4,Inhibitory,Inhibitory
fb435632-dcdb-4dc7-95d0-9e6c8c6a9ea5,7,OD Mature 1,OD Mature
ac1dc05a-610a-4648-aca3-ec782f86d855,7,OD Mature 1,OD Mature
068c6ebe-53d7-4c57-adaa-2c678f422c41,6,OD Immature 1,OD Immature
38a1a844-9971-4b15-9e20-69c6bddb8be7,4,Inhibitory,Inhibitory
494300b1-a50c-4d0f-a362-633e9e955ad0,3,Excitatory,Excitatory
de029f58-cdaa-483a-863e-fc4ff8294796,4,Inhibitory,Inhibitory
04a48742-480c-4cb8-9e9d-f35cb449b42b,0,Astrocyte,Astrocyte
6af3920b-aa96-4715-8384-485adb45e3d0,0,Astrocyte,Astrocyte
89a91d9e-44dd-4360-bc7c-56f11293dc1b,4,Inhibitory,Inhibitory
284bfa75-4d19-461c-858d-0c29917692d9,6,OD Immature 1,OD Immature
6e62cd33-49ba-4382-bd0a-e39559897000,4,Inhibitory,Inhibitory
cdd59937-48b0-4b27-bd16-69535a94f2ad,5,Microglia,Microglia
8a4fa7aa-5dfd-45b3-ad5b-cf60c345f73c,0,Astrocyte,Astrocyte
eb746cd1-daa4-4cc8-94e3-077c6b1e2e6b,4,Inhibitory,Inhibitory
85eee9ee-0e0d-4d04-970a-27a0f3cd4c86,7,OD Mature 1,OD Mature
83ee87f2-2831-4091-aaa6-76000783e709,4,Inhibitory,Inhibitory
fdcf4306-3c17-47bc-8716-fe61905c3e07,4,Inhibitory,Inhibitory
99aeabf9-60ec-4ed0-a973-a07ea8d1cfc2,0,Astrocyte,Astrocyte
9a944e95-ac25-49bd-b183-42e12230e6e6,7,OD Mature 2,OD Mature
eb285efa-cbe4-4ffe-84a7-769b5a8b64cb,4,Inhibitory,Inhibitory
1b585835-f9c5-444a-9436-e00ef9be65b5,4,Inhibitory,Inhibitory
f8f3b531-15ef-4e8e-95c1-c4e9c399b13a,4,Inhibitory,Inhibitory
64ef3f03-9862-4ee3-a195-978837776402,4,Inhibitory,Inhibitory
7192882a-9dc7-45a0-b224-afba6e1c46f5,0,Astrocyte,Astrocyte
98dd5d0a-c8ab-4102-a0bb-f23a7e7bbbfa,0,Astrocyte,Astrocyte
2d78797b-dc72-41ad-a3a8-11c22d1018ed,4,Inhibitory,Inhibitory
3b5c294b-534f-44c4-8442-d61b0260bb10,4,Inhibitory,Inhibitory
117f8f9c-eada-4a91-8a3a-423de2680a8f,4,Inhibitory,Inhibitory
f88d4f57-07dc-4665-abc2-2b38db3ce661,4,Inhibitory,Inhibitory
87123534-05b9-48ee-9c37-44e529a32fdf,1,Endothelial 1,Endothelial
e0d8a597-fc43-444c-92df-f84b4025a3d0,0,Astrocyte,Astrocyte
ed85817b-69c7-45aa-bc16-0c2e5034d2f8,7,OD Mature 2,OD Mature
2ebee71e-9f1c-4121-bc22-2ccb5b24b070,4,Inhibitory,Inhibitory
ccb2a2a9-fbff-4062-8c9c-80f17a1a2c88,0,Astrocyte,Astrocyte
9d74904d-e6cb-4684-9506-40f143f120e8,4,Inhibitory,Inhibitory
38a3fc47-3e94-4412-a166-1269bb9d6c18,5,Microglia,Microglia
6a97ddd0-95da-4f60-8cb1-878494760e8a,4,Inhibitory,Inhibitory
ef3a6b70-9ec5-49c9-bba9-a57edeffd6c6,6,OD Immature 1,OD Immature
ffedb336-4e2c-4747-a266-404bf250d02a,1,Endothelial 3,Endothelial
cc877a9b-f681-4615-a75f-a81180227a5d,4,Inhibitory,Inhibitory
dca1c76a-c53e-4b45-8660-0013a5d3f64f,1,Endothelial 3,Endothelial
2e4267d2-4bbc-4a29-afaa-4ddc6bf4dcf7,4,Inhibitory,Inhibitory
d8216cb8-ef16-4715-b63e-9dcb45d605a0,4,Inhibitory,Inhibitory
6146d55b-ebea-470b-8057-ea8a96b9ccf8,4,Inhibitory,Inhibitory
44cf06e6-50a0-4a59-885b-d1ffe3d453a3,7,OD Mature 1,OD Mature
f0b327b0-bff2-4b4a-bf5b-a47a14980221,4,Inhibitory,Inhibitory
fe9c4779-8d67-4049-97bc-e4ca1d89456a,0,Astrocyte,Astrocyte
10793235-95d7-4d68-a056-c92d643b21a5,4,Inhibitory,Inhibitory
932574ad-5d34-4093-9bfe-9bbd0a3d3143,0,Astrocyte,Astrocyte
c7676631-61ae-44f5-83a1-5665a86b3aad,1,Endothelial 1,Endothelial
1ff7e4ec-5094-4af7-abc6-44217e389c44,3,Excitatory,Excitatory
db7be7fe-7480-4934-a0c8-1ef061c91d28,4,Inhibitory,Inhibitory
97e12693-5853-4f1e-8f75-fed1debaeb57,0,Astrocyte,Astrocyte
c498ad61-1399-48ce-92fb-7d9d6bb76fd0,0,Astrocyte,Astrocyte
7ec7976f-2fc7-4fc9-b097-d7047fd2be6c,3,Excitatory,Excitatory
ca8a37d3-5c85-4fbe-bf62-53e97df78244,3,Excitatory,Excitatory
2257621b-8e4b-490f-9c97-266816654c11,4,Inhibitory,Inhibitory
5c12ff4d-fb0d-43a9-a2fa-b8dec6e9c733,4,Inhibitory,Inhibitory
7646634f-f3ce-4f08-a636-4172791944b7,5,Microglia,Microglia
8d1b624b-1c34-4fe8-b57e-ba57382f5e9e,5,Microglia,Microglia
7a71715c-8f4e-4326-957c-14a62aca1df1,4,Inhibitory,Inhibitory
7d40acce-d699-44c5-84ce-56bb64cc217b,3,Excitatory,Excitatory
fa71bad9-f810-438c-9919-18969cf160bc,4,Inhibitory,Inhibitory
b77491f5-85eb-46a2-9b6d-5d5fc1e9a0d8,4,Inhibitory,Inhibitory
3d612bca-cd2b-4e6b-a12e-adc8ce2def60,0,Astrocyte,Astrocyte
f74f86b4-70a3-4173-9010-05928b07dd05,0,Astrocyte,Astrocyte
c387e5a2-5612-4c4a-92c6-94d215f7f006,6,OD Immature 1,OD Immature
450e8692-e57a-4314-ba8d-2a18bb5690f0,7,OD Mature 4,OD Mature
cbb72467-76d7-4f0a-9bec-086e680b1612,4,Inhibitory,Inhibitory
2e07baf3-8557-47e8-8503-2be6e3152655,6,OD Immature 1,OD Immature
4a672031-0610-48cc-868c-305551a576fd,4,Inhibitory,Inhibitory
a9a3b042-53a5-4184-820d-bab9b2ca3031,0,Astrocyte,Astrocyte
4ee040bb-647d-4d8a-93b3-83ce46ba231f,0,Astrocyte,Astrocyte
252e790f-7657-4e33-a837-17c84c72bf7e,4,Inhibitory,Inhibitory
4fa2836d-73cd-473a-b0e1-9c30a2e9fd7c,4,Inhibitory,Inhibitory
ad1d4680-8a5e-46f6-a618-d8ee99a9a737,1,Endothelial 1,Endothelial
f81c85dd-152b-4a5a-a432-5be66bd83de1,4,Inhibitory,Inhibitory
d981abd0-4d3c-4ead-8342-3c9443a58a5d,1,Endothelial 1,Endothelial
7cc349df-672c-4bb7-a5cc-622dc5cd20eb,3,Excitatory,Excitatory
3aa38ca0-7d7f-47eb-9269-c5d8bde5ca32,4,Inhibitory,Inhibitory
481b6911-2b70-4c58-bf0b-e49e26837c49,4,Inhibitory,Inhibitory
9e7f9ad5-c4cc-4ecb-a323-4aef47d992d1,7,OD Mature 1,OD Mature
317e549f-f566-4e3f-a1df-384388a2ad02,0,Astrocyte,Astrocyte
4e20d5cb-a123-41d7-a90f-404435e2ece0,1,Endothelial 3,Endothelial
60df3d12-f0d2-4eff-ae36-a1ff08d822ee,7,OD Mature 1,OD Mature
95ffdf75-fc0b-4e8b-aade-bc36be3401bd,4,Inhibitory,Inhibitory
4bf84451-7345-4d27-9d2a-a147bbe418fb,0,Astrocyte,Astrocyte
15475452-5c38-4dea-b66c-2eb6b182cc01,0,Astrocyte,Astrocyte
7bad7ade-ba96-4af3-9ec4-ff45a0cd9f4f,7,OD Mature 2,OD Mature
f2c9d0a7-f426-4f70-a8f7-116333ea3ac6,3,Excitatory,Excitatory
b89a9b85-ae14-4025-9a32-26fd60cddab9,4,Inhibitory,Inhibitory
0dab0355-18d0-4613-acaf-8e45561c4ea2,1,Endothelial 1,Endothelial
cf068de9-66c0-4330-8e55-895e705e63d5,3,Excitatory,Excitatory
ab74dc51-1ad0-4805-bb18-af9a57faeac3,0,Astrocyte,Astrocyte
58ce34cf-e3d0-433d-a2f9-da4243dcca4a,4,Inhibitory,Inhibitory
75666a32-0eeb-4168-a7ec-ecc068b27e7d,4,Inhibitory,Inhibitory
838a56ec-63d5-4b5a-aa44-32f6cc030d9c,3,Excitatory,Excitatory
d9db8b5d-18d7-45ac-a399-86aa3991ee92,4,Inhibitory,Inhibitory
0a340e2f-e1d7-492a-97ff-a96a79b4361a,3,Excitatory,Excitatory
77aaf53c-8b23-4b59-a4e2-aa45815045ed,4,Inhibitory,Inhibitory
5b6ab372-fb99-4de6-9b26-a91afcc03626,4,Inhibitory,Inhibitory
69faba44-e552-4cbb-9da0-e7be2fc36614,4,Inhibitory,Inhibitory
69ce6034-22b0-4da2-944a-3e59a3159001,7,OD Mature 1,OD Mature
4ec13668-2762-40c4-a26c-0aafd5b0825a,4,Inhibitory,Inhibitory
070a56ec-48d4-4e4a-9569-6e3fa8c4d918,4,Inhibitory,Inhibitory
d56bb916-d812-4371-a634-5c6f3fc7e4cf,0,Astrocyte,Astrocyte
2596c41b-7804-405e-9ec5-66e38f6073f6,4,Inhibitory,Inhibitory
36101dd7-f78f-46b6-830a-7566fb048e6e,4,Inhibitory,Inhibitory
f3ab7bfd-930b-44df-afbe-4439ff12b11f,4,Inhibitory,Inhibitory
74a19a54-7ea0-400f-8e5e-1ef38e00ee0c,4,Inhibitory,Inhibitory
cdb502d2-7bae-4953-b068-6c99023244f3,4,Inhibitory,Inhibitory
a0c8dfc5-3b74-488f-8f6d-97be79729481,0,Astrocyte,Astrocyte
ca6d062e-1073-4865-bd36-516d125214dc,4,Inhibitory,Inhibitory
2229ab15-ffd2-4971-ab73-a2d43e619b0b,0,Astrocyte,Astrocyte
2b6a1e25-2a6f-46f8-9643-1eadf7886ae7,4,Inhibitory,Inhibitory
a801fb36-dad8-4a13-aac8-f5a022876449,4,Inhibitory,Inhibitory
562ac3d7-31c6-4c37-aeb5-c25364906cde,3,Excitatory,Excitatory
51807120-0eea-4ff5-910a-2ac27b15c28f,0,Astrocyte,Astrocyte
506c2089-08e6-4018-90bc-961735fb3aac,3,Excitatory,Excitatory
4f6f53e2-95e7-427e-a26b-1f0023d293b1,4,Inhibitory,Inhibitory
c4d3dfb9-c2d5-47b1-a104-99ffa59d370c,4,Inhibitory,Inhibitory
04c9b575-4db5-476e-b99a-c36876b77219,4,Inhibitory,Inhibitory
d4a398be-02cb-4657-a717-9d2d8f42940e,7,OD Mature 2,OD Mature
8a7fbc64-21d6-487a-a4f7-24d58c068b51,6,OD Immature 1,OD Immature
6f4dfb47-24b4-4add-8731-e028d89cfef4,4,Inhibitory,Inhibitory
1a3a2072-57cc-4380-a929-e098af2ae1ed,0,Astrocyte,Astrocyte
f7dbdb71-c89d-4322-a811-91d767f06879,7,OD Mature 2,OD Mature
6682a59a-f63b-48e8-b8c8-195fcea97027,3,Excitatory,Excitatory
466748d3-ccb2-4be0-ba28-b772c2e4324e,1,Endothelial 3,Endothelial
ad7f9135-8761-4657-864f-fef758afc845,4,Inhibitory,Inhibitory
02dadc2e-e5c2-4532-82be-b56897ee9558,6,OD Immature 2,OD Immature
290354ca-807d-43bb-843c-5804a3b927d9,4,Inhibitory,Inhibitory
8ef52140-d06f-4b82-b7a4-b1d3eeb1aaca,4,Inhibitory,Inhibitory
f192ca2a-a4db-416c-b97a-53e977dcb6cd,7,OD Mature 2,OD Mature
bcf7ad37-0e84-4932-b4ac-4be4a5f281f7,0,Astrocyte,Astrocyte
0f7ff3d6-af07-4b55-a96e-3845c1e1638a,3,Excitatory,Excitatory
b43118fe-fdab-439b-bbfc-ea0e5664d72b,4,Inhibitory,Inhibitory
ef5afec8-e103-4732-9434-23ca57007013,4,Inhibitory,Inhibitory
0d493fbf-2586-4eea-8ed9-24d41c1b7b58,0,Astrocyte,Astrocyte
2cf6c281-0907-4765-a3e0-adfcc9add05d,1,Endothelial 1,Endothelial
e7d3e29b-f30d-40c9-b088-8918a2b2e5f0,4,Inhibitory,Inhibitory
7ae9284f-f906-4c9c-a52d-419c4dffcc0a,1,Endothelial 1,Endothelial
266af18e-6572-4993-9ebd-85fb67eefcad,1,Endothelial 3,Endothelial
1b618af0-d8a3-42a9-b629-a65cd2b22ac5,4,Inhibitory,Inhibitory
3547faba-d9a2-447a-b8c8-ee0b97062e69,4,Inhibitory,Inhibitory
e54ceb4e-493c-4498-a706-27ede9411b1b,7,OD Mature 2,OD Mature
5cfd4142-1662-4bab-8330-51aa1b324234,0,Astrocyte,Astrocyte
84809ece-aeb9-4624-9371-af5e6fd9385c,0,Astrocyte,Astrocyte
2514c68e-872f-451f-9433-e28f1dc44d87,4,Inhibitory,Inhibitory
512e85ab-935e-4fd8-b844-7f8b6e775774,4,Inhibitory,Inhibitory
930cfaaf-908e-4587-8a67-3995eb30ef64,0,Astrocyte,Astrocyte
b3b067c6-4641-41e5-b134-b6ee9e4e1b22,0,Astrocyte,Astrocyte
5b00fdd7-e12a-4315-8dcf-9f6b6f58d3cb,3,Excitatory,Excitatory
73b1ce19-25c3-4f45-a135-a9d1f9ed8176,4,Inhibitory,Inhibitory
6adc7941-186c-4a01-a2b3-eb49490cce40,7,OD Mature 1,OD Mature
98b0ce7d-76e8-4cee-85b1-f6f754787889,7,OD Mature 1,OD Mature
9c34c8fb-2ba6-469c-b3a1-af2baa2507a7,4,Inhibitory,Inhibitory
9c8f4ba6-ac72-440b-95e3-6a6b61e23fcd,3,Excitatory,Excitatory
653c00d6-20ef-473f-a2e9-7e4f0fa2aef5,4,Inhibitory,Inhibitory
586cf36c-7876-4a77-a908-ca077d99627b,6,OD Immature 1,OD Immature
f384916a-7c9b-4a5d-9fa5-f915a22cbce1,6,OD Immature 1,OD Immature
8cdf1f16-6c7d-4d93-b1cd-7fe9cd496cc9,0,Astrocyte,Astrocyte
dae50456-9320-46f7-925a-2f74a70d4bdf,3,Excitatory,Excitatory
32ed2da5-bc87-498a-a4e0-757b57276279,4,Inhibitory,Inhibitory
c1cde269-a813-4f3e-9ae4-fd37a96411de,6,OD Immature 2,OD Immature
1d3a8df3-94c7-47a6-aefc-bcd76744b4bc,0,Astrocyte,Astrocyte
56d278fe-980b-4df1-8c24-45ffc4a50d4c,4,Inhibitory,Inhibitory
e7504419-020b-4bcd-8e23-6bb7a6ea22ed,1,Endothelial 1,Endothelial
6c4322f1-7566-4697-8d7c-3b7412fee5e2,4,Inhibitory,Inhibitory
dcb553e1-0de0-44dc-a6bd-f011e3f340ab,1,Endothelial 1,Endothelial
ceaa5f29-0ec0-4d99-96a2-9633cde6a6df,4,Inhibitory,Inhibitory
2bf45482-4ff1-48af-9466-e195b89e345b,4,Inhibitory,Inhibitory
67c959b2-310f-498f-9f1b-1be147220d06,3,Excitatory,Excitatory
